$Tacheo; Xlocal (m); Ylocal (m); Zlocal (m); Hz (rad); V (rad); di (m); False T_GNSS (s)
OR
$GNSS; lat (degrees); lon (degrees); alt_ellips (m); True T_GNSS (s); Xmn95; Ymn95; H RAN95 
$GNSS;46.77994799;6.66175208;508.005;44053.000;2540671.449;1181269.720;458.237
$Tacheo;1007.3736;1940.9842;3009.3060;3.017294;1.415585;60.2023;44053.045
$Tacheo;1007.3706;1940.9810;3009.3086;3.017351;1.415550;60.2054;44053.151
$Tacheo;1007.3528;1940.9748;3009.3127;3.017661;1.415492;60.2100;44053.255
$Tacheo;1007.3590;1940.9726;3009.3168;3.017562;1.415433;60.2135;44053.356
$Tacheo;1007.3607;1940.9679;3009.3253;3.017544;1.415305;60.2197;44053.465
$GNSS;46.77994793;6.66175205;508.032;44053.500;2540671.447;1181269.713;458.264
$Tacheo;1007.3598;1940.9664;3009.3288;3.017562;1.415252;60.2216;44053.536
$Tacheo;1007.3612;1940.9641;3009.3363;3.017542;1.415135;60.2252;44053.630
$Tacheo;1007.3641;1940.9618;3009.3483;3.017499;1.414945;60.2296;44053.736
$Tacheo;1007.3655;1940.9600;3009.3546;3.017479;1.414846;60.2325;44053.842
$Tacheo;1007.3705;1940.9602;3009.3693;3.017396;1.414606;60.2352;44053.952
$GNSS;46.77994791;6.66175201;508.009;44054.000;2540671.443;1181269.711;458.241
$Tacheo;1007.3771;1940.9641;3009.3831;3.017277;1.414372;60.2344;44054.046
$Tacheo;1007.3858;1940.9694;3009.3947;3.017121;1.414172;60.2320;44054.152
$Tacheo;1007.3995;1940.9791;3009.4074;3.016873;1.413942;60.2262;44054.258
$Tacheo;1007.4123;1940.9862;3009.4146;3.016644;1.413810;60.2220;44054.364
$Tacheo;1007.4243;1940.9939;3009.4232;3.016427;1.413654;60.2172;44054.474
$GNSS;46.77994814;6.66175212;508.081;44054.500;2540671.452;1181269.737;458.313
$Tacheo;1007.4418;1941.0056;3009.4330;3.016112;1.413468;60.2095;44054.552
$Tacheo;1007.4615;1941.0169;3009.4379;3.015758;1.413365;60.2016;44054.659
$Tacheo;1007.4747;1941.0249;3009.4419;3.015522;1.413283;60.1960;44054.752
$Tacheo;1007.5003;1941.0384;3009.4458;3.015066;1.413192;60.1866;44054.861
$Tacheo;1007.5259;1941.0500;3009.4430;3.014614;1.413217;60.1780;44054.965
$GNSS;46.77994914;6.66175134;508.119;44055.000;2540671.394;1181269.848;458.351
$Tacheo;1007.5538;1941.0580;3009.4402;3.014131;1.413252;60.1732;44055.058
$Tacheo;1007.5669;1941.0622;3009.4382;3.013903;1.413277;60.1704;44055.166
$Tacheo;1007.6003;1941.0690;3009.4321;3.013331;1.413372;60.1670;44055.270
$Tacheo;1007.6234;1941.0718;3009.4250;3.012940;1.413488;60.1661;44055.378
$Tacheo;1007.6540;1941.0729;3009.4139;3.012427;1.413678;60.1671;44055.484
$GNSS;46.77995072;6.66175326;508.110;44055.500;2540671.542;1181270.023;458.342
$Tacheo;1007.6639;1941.0724;3009.4083;3.012263;1.413774;60.1680;44055.548
$Tacheo;1007.6865;1941.0719;3009.4014;3.011886;1.413897;60.1703;44055.655
$Tacheo;1007.7130;1941.0672;3009.3959;3.011455;1.414008;60.1774;44055.763
$Tacheo;1007.7502;1941.0582;3009.4041;3.010854;1.413909;60.1923;44055.870
$Tacheo;1007.7701;1941.0534;3009.4107;3.010533;1.413820;60.2006;44055.975
$GNSS;46.77995147;6.66175473;508.055;44056.000;2540671.655;1181270.105;458.287
$Tacheo;1007.7790;1941.0510;3009.4119;3.010389;1.413809;60.2043;44056.045
$Tacheo;1007.8229;1941.0424;3009.4152;3.009676;1.413793;60.2189;44056.183
$Tacheo;1007.8442;1941.0373;3009.4163;3.009333;1.413795;60.2269;44056.290
$Tacheo;1007.8667;1941.0316;3009.4139;3.008970;1.413857;60.2350;44056.394
$Tacheo;1007.9024;1941.0252;3009.4035;3.008389;1.414055;60.2443;44056.499
$GNSS;46.77995206;6.66175603;508.051;44056.500;2540671.755;1181270.170;458.283
$Tacheo;1007.9375;1941.0263;3009.3989;3.007802;1.414141;60.2471;44056.548
$Tacheo;1007.9362;1941.0213;3009.3910;3.007835;1.414283;60.2506;44056.638
$Tacheo;1007.9685;1941.0196;3009.3770;3.007301;1.414528;60.2544;44056.731
$Tacheo;1007.9892;1941.0183;3009.3608;3.006960;1.414804;60.2559;44056.838
$Tacheo;1008.0163;1941.0161;3009.3333;3.006513;1.415270;60.2574;44056.943
$GNSS;46.77995311;6.66175726;508.058;44057.000;2540671.850;1181270.285;458.290
$Tacheo;1008.0308;1941.0147;3009.3201;3.006275;1.415495;60.2586;44057.045
$Tacheo;1008.0425;1941.0114;3009.3055;3.006088;1.415747;60.2612;44057.152
$Tacheo;1008.0598;1941.0047;3009.2852;3.005815;1.416102;60.2669;44057.258
$Tacheo;1008.0661;1940.9990;3009.2746;3.005723;1.416293;60.2717;44057.364
$Tacheo;1008.0777;1940.9878;3009.2632;3.005557;1.416511;60.2825;44057.472
$GNSS;46.77995332;6.66175801;507.895;44057.500;2540671.908;1181270.308;458.127
$Tacheo;1008.0797;1940.9854;3009.2628;3.005528;1.416525;60.2850;44057.544
$Tacheo;1008.0875;1940.9793;3009.2549;3.005412;1.416673;60.2908;44057.650
$Tacheo;1008.0884;1940.9752;3009.2510;3.005407;1.416747;60.2944;44057.756
$Tacheo;1008.0932;1940.9707;3009.2459;3.005337;1.416843;60.2986;44057.861
$Tacheo;1008.0988;1940.9665;3009.2347;3.005254;1.417040;60.3018;44057.968
$GNSS;46.77995326;6.66175813;507.883;44058.000;2540671.917;1181270.301;458.115
$Tacheo;1008.0997;1940.9631;3009.2294;3.005246;1.417136;60.3044;44058.049
$Tacheo;1008.1019;1940.9597;3009.2263;3.005218;1.417196;60.3076;44058.138
$Tacheo;1008.1013;1940.9559;3009.2269;3.005236;1.417195;60.3113;44058.232
$Tacheo;1008.0985;1940.9497;3009.2276;3.005298;1.417199;60.3171;44058.338
$Tacheo;1008.0940;1940.9452;3009.2288;3.005383;1.417189;60.3211;44058.444
$GNSS;46.77995319;6.66175827;507.880;44058.500;2540671.927;1181270.293;458.112
$Tacheo;1008.0832;1940.9369;3009.2363;3.005581;1.417083;60.3289;44058.535
$Tacheo;1008.0746;1940.9302;3009.2453;3.005738;1.416949;60.3357;44058.628
$Tacheo;1008.0658;1940.9230;3009.2568;3.005901;1.416776;60.3433;44058.734
$Tacheo;1008.0521;1940.9163;3009.2693;3.006144;1.416583;60.3500;44058.840
$Tacheo;1008.0483;1940.9053;3009.3010;3.006233;1.416091;60.3651;44058.945
$GNSS;46.77995257;6.66175782;507.900;44059.000;2540671.892;1181270.225;458.132
$Tacheo;1008.0314;1940.8995;3009.3088;3.006526;1.415972;60.3697;44059.050
$Tacheo;1008.0212;1940.8914;3009.3461;3.006713;1.415378;60.3821;44059.159
$Tacheo;1007.9985;1940.8820;3009.3813;3.007112;1.414818;60.3937;44059.267
$Tacheo;1007.9976;1940.8768;3009.4153;3.007139;1.414275;60.4040;44059.372
$Tacheo;1007.9878;1940.8733;3009.4391;3.007310;1.413892;60.4098;44059.479
$GNSS;46.77995167;6.66175813;508.090;44059.500;2540671.915;1181270.125;458.322
$Tacheo;1007.9763;1940.8705;3009.4713;3.007506;1.413369;60.4161;44059.547
$Tacheo;1007.9633;1940.8688;3009.5192;3.007726;1.412585;60.4236;44059.654
$Tacheo;1007.9502;1940.8691;3009.5801;3.007944;1.411585;60.4312;44059.756
$Tacheo;1007.9345;1940.8706;3009.6858;3.008201;1.409849;60.4445;44059.850
$Tacheo;1007.9234;1940.8718;3009.7650;3.008382;1.408549;60.4546;44059.956
$GNSS;46.77995133;6.66175697;508.328;44060.000;2540671.826;1181270.088;458.560
$Tacheo;1007.9044;1940.8698;3009.8920;3.008703;1.406475;60.4747;44060.051
$Tacheo;1007.8921;1940.8674;3009.9736;3.008912;1.405145;60.4889;44060.157
$Tacheo;1007.8768;1940.8644;3010.0492;3.009173;1.403916;60.5023;44060.264
$Tacheo;1007.8383;1940.8583;3010.1951;3.009826;1.401542;60.5277;44060.372
$Tacheo;1007.8173;1940.8543;3010.2709;3.010184;1.400311;60.5417;44060.475
$GNSS;46.77995051;6.66175736;508.881;44060.500;2540671.855;1181269.996;459.113
$Tacheo;1007.7956;1940.8513;3010.3406;3.010551;1.399176;60.5537;44060.543
$Tacheo;1007.7737;1940.8473;3010.4127;3.010924;1.398007;60.5671;44060.649
$Tacheo;1007.7590;1940.8445;3010.4841;3.011174;1.396847;60.5803;44060.756
$Tacheo;1007.7352;1940.8358;3010.6198;3.011589;1.394659;60.6094;44060.863
$Tacheo;1007.7265;1940.8302;3010.6824;3.011746;1.393655;60.6248;44060.968
$GNSS;46.77994963;6.66175538;509.519;44061.000;2540671.703;1181269.900;459.751
$Tacheo;1007.7192;1940.8237;3010.7422;3.011881;1.392700;60.6407;44061.036
$Tacheo;1007.7158;1940.8168;3010.7976;3.011952;1.391819;60.6569;44061.130
$GNSS;46.77994928;6.66175781;509.744;44061.500;2540671.888;1181269.859;459.976
$Tacheo;1008.1102;1940.8707;3011.2927;3.005283;1.383795;60.7459;44061.549
$Tacheo;1008.3393;1940.9151;3011.3617;3.001378;1.382641;60.7466;44061.650
$GNSS;46.77995190;6.66175413;509.871;44062.000;2540671.610;1181270.153;460.103
$Tacheo;1008.4293;1940.9330;3011.3854;2.999842;1.382242;60.7460;44062.046
$Tacheo;1008.7327;1940.9944;3011.4573;2.994661;1.381026;60.7427;44062.152
$Tacheo;1008.9669;1941.0425;3011.5084;2.990659;1.380161;60.7398;44062.259
$Tacheo;1009.5163;1941.1554;3011.6168;2.981261;1.378325;60.7345;44062.365
$Tacheo;1009.8136;1941.2159;3011.6692;2.976175;1.377443;60.7333;44062.474
$GNSS;46.77996510;6.66176919;510.339;44062.500;2540672.774;1181271.609;460.571
$Tacheo;1009.9754;1941.2483;3011.6962;2.973407;1.376991;60.7335;44062.538
$Tacheo;1010.4956;1941.3507;3011.7794;2.964512;1.375610;60.7383;44062.631
$Tacheo;1010.8411;1941.4173;3011.8323;2.958607;1.374744;60.7450;44062.733
$Tacheo;1011.4131;1941.5251;3011.9131;2.948837;1.373442;60.7617;44062.825
$Tacheo;1012.0272;1941.6383;3011.9862;2.938357;1.372294;60.7857;44062.935
$GNSS;46.77998468;6.66178452;510.675;44063.000;2540673.967;1181273.774;460.907
$Tacheo;1012.4431;1941.7137;3012.0292;2.931267;1.371638;60.8055;44063.048
$Tacheo;1012.8919;1941.7963;3012.0700;2.923616;1.371029;60.8280;44063.155
$Tacheo;1013.3542;1941.8812;3012.1060;2.915738;1.370511;60.8537;44063.262
$Tacheo;1014.1057;1942.0206;3012.1536;2.902941;1.369867;60.8998;44063.369
$Tacheo;1014.8662;1942.1615;3012.1931;2.890009;1.369388;60.9546;44063.475
$GNSS;46.78000836;6.66180411;511.001;44063.500;2540675.489;1181276.391;461.233
$Tacheo;1015.1233;1942.2092;3012.2048;2.885642;1.369261;60.9749;44063.554
$Tacheo;1016.1830;1942.4051;3012.2435;2.867675;1.368930;61.0693;44063.662
$Tacheo;1017.0268;1942.5612;3012.2694;2.853411;1.368790;61.1568;44063.769
$Tacheo;1017.6110;1942.6689;3012.2804;2.843562;1.368830;61.2234;44063.873
$Tacheo;1018.1843;1942.7756;3012.2881;2.833913;1.368933;61.2927;44063.982
$GNSS;46.78003612;6.66182708;511.062;44064.000;2540677.273;1181279.460;461.294
$Tacheo;1018.7965;1942.8922;3012.2973;2.823620;1.369038;61.3704;44064.038
$Tacheo;1019.3900;1943.0051;3012.3042;2.813669;1.369194;61.4515;44064.131
$Tacheo;1020.3297;1943.1881;3012.3100;2.797948;1.369546;61.5867;44064.239
$Tacheo;1021.0115;1943.3247;3012.3152;2.786566;1.369804;61.6907;44064.345
$Tacheo;1021.6976;1943.4641;3012.3182;2.775143;1.370118;61.8008;44064.451
$GNSS;46.78006786;6.66185244;511.039;44064.500;2540679.245;1181282.969;461.271
$Tacheo;1022.7414;1943.6789;3012.3224;2.757831;1.370638;61.9805;44064.549
$Tacheo;1023.4301;1943.8225;3012.3238;2.746456;1.371029;62.1069;44064.656
$Tacheo;1024.1349;1943.9714;3012.3248;2.734853;1.371452;62.2424;44064.762
$Tacheo;1025.5259;1944.2730;3012.3271;2.712063;1.372333;62.5263;44064.866
$Tacheo;1025.8927;1944.3532;3012.3282;2.706084;1.372571;62.6059;44064.965
$GNSS;46.78010324;6.66187931;511.024;44065.000;2540681.336;1181286.882;461.256
$Tacheo;1027.3591;1944.6837;3012.3375;2.682279;1.373478;62.9377;44065.058
$Tacheo;1028.0948;1944.8499;3012.3427;2.670434;1.373962;63.1167;44065.166
$Tacheo;1029.2135;1945.1125;3012.3532;2.652485;1.374675;63.3971;44065.272
$Tacheo;1029.9695;1945.2921;3012.3622;2.640433;1.375152;63.5962;44065.379
$Tacheo;1030.7142;1945.4693;3012.3707;2.628637;1.375652;63.8007;44065.485
$GNSS;46.78014126;6.66190705;510.991;44065.500;2540683.496;1181291.087;461.223
$Tacheo;1031.4437;1945.6446;3012.3749;2.617144;1.376221;64.0070;44065.542
$Tacheo;1032.2056;1945.8279;3012.3790;2.605223;1.376843;64.2309;44065.635
$Tacheo;1033.3113;1946.0955;3012.3812;2.588066;1.377838;64.5692;44065.729
$Tacheo;1034.0316;1946.2705;3012.3821;2.576985;1.378515;64.7988;44065.833
$Tacheo;1034.7576;1946.4511;3012.3810;2.565864;1.379237;65.0340;44065.938
$GNSS;46.78017847;6.66193366;511.074;44066.000;2540685.569;1181295.203;461.307
$Tacheo;1035.8264;1946.7154;3012.3806;2.549660;1.380316;65.3959;44066.049
$Tacheo;1036.5484;1946.9012;3012.3798;2.538756;1.381056;65.6437;44066.154
$Tacheo;1037.2411;1947.0783;3012.3822;2.528386;1.381738;65.8900;44066.262
$Tacheo;1038.5949;1947.4418;3012.3832;2.508198;1.383124;66.3766;44066.371
$Tacheo;1039.5816;1947.7144;3012.3783;2.493609;1.384234;66.7405;44066.477
$GNSS;46.78021329;6.66195749;511.101;44066.500;2540687.428;1181299.056;461.334
$Tacheo;1039.9130;1947.8046;3012.3768;2.488759;1.384614;66.8669;44066.535
$Tacheo;1040.5594;1947.9866;3012.3741;2.479298;1.385346;67.1131;44066.628
$Tacheo;1041.3542;1948.4573;3012.3724;2.465433;1.385711;67.2346;44066.721
$Tacheo;1042.1306;1948.4418;3012.3625;2.456484;1.387215;67.7250;44066.825
$Tacheo;1043.0699;1948.7217;3012.3334;2.442977;1.388664;68.0970;44066.931
$GNSS;46.78024572;6.66197774;511.040;44067.000;2540689.010;1181302.645;461.273
$Tacheo;1043.6629;1948.9014;3012.3218;2.434502;1.389483;68.3371;44067.048
$Tacheo;1044.1963;1949.0520;3012.3171;2.427038;1.390166;68.5663;44067.137
$Tacheo;1044.7146;1949.1955;3012.3125;2.419864;1.390841;68.7947;44067.231
$Tacheo;1045.3746;1949.3723;3012.3076;2.410858;1.391703;69.0950;44067.338
$Tacheo;1046.2054;1949.5803;3012.3083;2.399782;1.392729;69.4926;44067.476
$GNSS;46.78027223;6.66199499;510.944;44067.500;2540690.356;1181305.579;461.177
$Tacheo;1046.3995;1949.6261;3012.3098;2.397241;1.392956;69.5889;44067.551
$Tacheo;1046.7584;1949.7150;3012.3114;2.392519;1.393386;69.7649;44067.655
$Tacheo;1047.2523;1949.8340;3012.3124;2.386095;1.394004;70.0118;44067.750
$Tacheo;1047.5414;1949.8983;3012.3124;2.382410;1.394384;70.1613;44067.854
$Tacheo;1047.8158;1949.9623;3012.3124;2.378897;1.394741;70.3020;44067.963
$GNSS;46.78028579;6.66200653;510.943;44068.000;2540691.252;1181307.078;461.176
$Tacheo;1048.1746;1950.0468;3012.3129;2.374317;1.395200;70.4867;44068.053
$Tacheo;1048.4652;1950.1218;3012.3114;2.370562;1.395587;70.6324;44068.161
$Tacheo;1048.6291;1950.1646;3012.3130;2.368445;1.395772;70.7151;44068.268
$Tacheo;1048.8123;1950.2150;3012.3286;2.366060;1.395781;70.8085;44068.371
$Tacheo;1048.9152;1950.2475;3012.3396;2.364680;1.395748;70.8586;44068.480
$GNSS;46.78029248;6.66201088;510.986;44068.500;2540691.592;1181307.818;461.219
$Tacheo;1048.9600;1950.2636;3012.3475;2.364061;1.395688;70.8796;44068.547
$Tacheo;1049.0720;1950.3087;3012.3658;2.362465;1.395548;70.9285;44068.639
$Tacheo;1049.1344;1950.3393;3012.3823;2.361521;1.395373;70.9532;44068.747
$Tacheo;1049.2082;1950.3826;3012.4041;2.360335;1.395122;70.9779;44068.852
$Tacheo;1049.2517;1950.4106;3012.4205;2.359611;1.394922;70.9913;44068.957
$GNSS;46.78029360;6.66200988;511.053;44069.000;2540691.517;1181307.944;461.286
$Tacheo;1049.2902;1950.4362;3012.4322;2.358962;1.394781;71.0022;44069.047
$Tacheo;1049.3454;1950.4735;3012.4482;2.358026;1.394590;71.0174;44069.152
$Tacheo;1049.3780;1950.4931;3012.4570;2.357498;1.394491;71.0279;44069.259
$Tacheo;1049.4245;1950.5179;3012.4561;2.356777;1.394541;71.0428;44069.366
$Tacheo;1049.4656;1950.5400;3012.4475;2.356137;1.394694;71.0545;44069.474
$GNSS;46.78029457;6.66200897;511.178;44069.500;2540691.448;1181308.052;461.411
$Tacheo;1049.4920;1950.5554;3012.4380;2.355716;1.394844;71.0605;44069.551
$Tacheo;1049.5315;1950.5866;3012.4233;2.355001;1.395062;71.0637;44069.664
$Tacheo;1049.5549;1950.6044;3012.3940;2.354585;1.395479;71.0626;44069.770
$Tacheo;1049.5723;1950.6228;3012.3817;2.354223;1.395648;71.0598;44069.875
$Tacheo;1049.5895;1950.6428;3012.3667;2.353847;1.395851;71.0553;44069.984
$GNSS;46.78029573;6.66200958;511.112;44070.000;2540691.496;1181308.181;461.345
$Tacheo;1049.6018;1950.6603;3012.3545;2.353545;1.396010;71.0496;44070.051
$Tacheo;1049.6168;1950.6829;3012.3433;2.353165;1.396153;71.0424;44070.154
$Tacheo;1049.6279;1950.7034;3012.3333;2.352845;1.396276;71.0342;44070.263
$Tacheo;1049.6553;1950.7452;3012.3156;2.352146;1.396496;71.0213;44070.369
$Tacheo;1049.6620;1950.7670;3012.2927;2.351857;1.396788;71.0069;44070.478
$GNSS;46.78029672;6.66200848;510.970;44070.500;2540691.413;1181308.291;461.203
$Tacheo;1049.6609;1950.7768;3012.2768;2.351768;1.396990;70.9966;44070.553
$Tacheo;1049.6668;1950.8003;3012.2545;2.351470;1.397269;70.9805;44070.659
$Tacheo;1049.6704;1950.8173;3012.2375;2.351261;1.397483;70.9683;44070.766
$Tacheo;1049.6721;1950.8409;3012.2163;2.351004;1.397740;70.9495;44070.876
$Tacheo;1049.6723;1950.8582;3012.2051;2.350826;1.397866;70.9358;44070.981
$GNSS;46.78029725;6.66200770;510.837;44071.000;2540691.354;1181308.351;461.070
$Tacheo;1049.6684;1950.8834;3012.1912;2.350609;1.398009;70.9132;44071.056
$Tacheo;1049.6656;1950.8911;3012.1879;2.350558;1.398037;70.9053;44071.149
$Tacheo;1049.6599;1950.9064;3012.1830;2.350460;1.398069;70.8899;44071.243
$Tacheo;1049.6505;1950.9283;3012.1780;2.350332;1.398086;70.8673;44071.347
$Tacheo;1049.6400;1950.9499;3012.1751;2.350217;1.398071;70.8444;44071.457
$GNSS;46.78029753;6.66200654;510.798;44071.500;2540691.266;1181308.383;461.031
$Tacheo;1049.6266;1950.9651;3012.1647;2.350197;1.398166;70.8227;44071.547
$Tacheo;1049.6186;1950.9757;3012.1526;2.350170;1.398302;70.8077;44071.650
$Tacheo;1049.6107;1950.9850;3012.1403;2.350155;1.398445;70.7936;44071.745
$Tacheo;1049.6010;1951.0013;3012.1235;2.350086;1.398634;70.7727;44071.854
$Tacheo;1049.5944;1951.0178;3012.1047;2.349984;1.398856;70.7534;44071.961
$GNSS;46.78029732;6.66200545;510.772;44072.000;2540691.183;1181308.360;461.005
$Tacheo;1049.5922;1951.0233;3012.0968;2.349951;1.398953;70.7467;44072.047
$Tacheo;1049.5857;1951.0315;3012.0806;2.349932;1.399154;70.7337;44072.152
$Tacheo;1049.5766;1951.0426;3012.0499;2.349910;1.399547;70.7144;44072.260
$Tacheo;1049.5687;1951.0477;3012.0274;2.349938;1.399839;70.7015;44072.366
$Tacheo;1049.5500;1951.0525;3011.9747;2.350077;1.400533;70.6761;44072.472
$GNSS;46.78029765;6.66200468;510.718;44072.500;2540691.124;1181308.398;460.951
$Tacheo;1049.5452;1951.0533;3011.9609;2.350118;1.400716;70.6699;44072.542
$Tacheo;1049.5301;1951.0541;3011.9255;2.350262;1.401182;70.6527;44072.636
$Tacheo;1049.5219;1951.0546;3011.9034;2.350340;1.401476;70.6429;44072.742
$Tacheo;1049.5159;1951.0550;3011.8802;2.350397;1.401789;70.6345;44072.847
$Tacheo;1049.5088;1951.0542;3011.8499;2.350476;1.402202;70.6250;44072.938
$Tacheo;1049.5060;1951.0532;3011.8294;2.350514;1.402485;70.6203;44073.044
$GNSS;46.78029680;6.66200476;510.499;44073.000;2540691.129;1181308.303;460.732
$Tacheo;1049.5053;1951.0527;3011.8190;2.350526;1.402629;70.6184;44073.046
$Tacheo;1049.5043;1951.0507;3011.7902;2.350557;1.403033;70.6143;44073.152
$Tacheo;1049.5044;1951.0483;3011.7736;2.350581;1.403269;70.6133;44073.259
$Tacheo;1049.5059;1951.0383;3011.7423;2.350667;1.403726;70.6160;44073.369
$Tacheo;1049.5054;1951.0310;3011.7297;2.350747;1.403912;70.6186;44073.475
$GNSS;46.78029719;6.66200425;510.349;44073.500;2540691.091;1181308.347;460.582
$Tacheo;1049.5054;1951.0268;3011.7240;2.350791;1.403999;70.6206;44073.544
$Tacheo;1049.5056;1951.0122;3011.7074;2.350937;1.404255;70.6281;44073.656
$Tacheo;1049.5070;1951.0022;3011.6965;2.351025;1.404426;70.6342;44073.761
$Tacheo;1049.5086;1950.9878;3011.6826;2.351156;1.404647;70.6431;44073.864
$Tacheo;1049.5092;1950.9799;3011.6751;2.351230;1.404766;70.6477;44073.955
$GNSS;46.78029686;6.66200460;510.331;44074.000;2540691.117;1181308.310;460.564
$Tacheo;1049.5090;1950.9766;3011.6724;2.351267;1.404809;70.6494;44074.044
$Tacheo;1049.5068;1950.9682;3011.6686;2.351374;1.404871;70.6530;44074.151
$Tacheo;1049.5039;1950.9641;3011.6689;2.351446;1.404870;70.6539;44074.257
$Tacheo;1049.4989;1950.9566;3011.6790;2.351572;1.404733;70.6573;44074.362
$Tacheo;1049.4966;1950.9451;3011.6972;2.351713;1.404494;70.6667;44074.469
$GNSS;46.78029643;6.66200539;510.298;44074.500;2540691.177;1181308.262;460.531
$Tacheo;1049.4972;1950.9405;3011.7027;2.351753;1.404425;70.6712;44074.542
$Tacheo;1049.4977;1950.9247;3011.7193;2.351909;1.404221;70.6853;44074.635
$Tacheo;1049.4989;1950.9124;3011.7286;2.352023;1.404113;70.6962;44074.741
$Tacheo;1049.5009;1950.8942;3011.7466;2.352188;1.403895;70.7132;44074.845
$Tacheo;1049.5023;1950.8833;3011.7589;2.352284;1.403744;70.7238;44074.951
$GNSS;46.78029646;6.66200635;510.398;44075.000;2540691.250;1181308.264;460.631
$Tacheo;1049.5049;1950.8659;3011.7763;2.352436;1.403535;70.7406;44075.036
$Tacheo;1049.5072;1950.8539;3011.7879;2.352534;1.403397;70.7525;44075.132
$Tacheo;1049.5100;1950.8434;3011.8054;2.352613;1.403176;70.7647;44075.239
$Tacheo;1049.5148;1950.8315;3011.8265;2.352685;1.402909;70.7798;44075.343
$Tacheo;1049.5174;1950.8245;3011.8435;2.352730;1.402688;70.7893;44075.452
$GNSS;46.78029576;6.66200719;510.511;44075.500;2540691.314;1181308.186;460.744
$Tacheo;1049.5210;1950.8152;3011.8701;2.352789;1.402340;70.8028;44075.553
$Tacheo;1049.5242;1950.8096;3011.8853;2.352813;1.402142;70.8114;44075.657
$Tacheo;1049.5283;1950.8010;3011.9058;2.352859;1.401879;70.8237;44075.752
$Tacheo;1049.5314;1950.7950;3011.9169;2.352889;1.401739;70.8320;44075.857
$Tacheo;1049.5350;1950.7883;3011.9269;2.352920;1.401618;70.8408;44075.964
$GNSS;46.78029558;6.66200735;510.616;44076.000;2540691.326;1181308.166;460.849
$Tacheo;1049.5413;1950.7793;3011.9403;2.352948;1.401457;70.8537;44076.048
$Tacheo;1049.5458;1950.7741;3011.9494;2.352955;1.401347;70.8620;44076.153
$Tacheo;1049.5526;1950.7669;3011.9587;2.352960;1.401240;70.8733;44076.260
$Tacheo;1049.5616;1950.7614;3011.9676;2.352925;1.401141;70.8850;44076.368
$Tacheo;1049.5724;1950.7576;3011.9792;2.352855;1.401005;70.8971;44076.474
$GNSS;46.78029560;6.66200793;510.704;44076.500;2540691.370;1181308.167;460.937
$Tacheo;1049.5758;1950.7564;3011.9847;2.352833;1.400936;70.9012;44076.554
$Tacheo;1049.5838;1950.7531;3011.9905;2.352785;1.400874;70.9101;44076.655
$Tacheo;1049.5947;1950.7460;3011.9996;2.352748;1.400778;70.9242;44076.748
$Tacheo;1049.6007;1950.7404;3012.0043;2.352744;1.400733;70.9331;44076.854
$Tacheo;1049.6058;1950.7336;3012.0079;2.352762;1.400702;70.9420;44076.945
$Tacheo;1049.6140;1950.7245;3012.0136;2.352771;1.400652;70.9550;44077.050
$GNSS;46.78029627;6.66200849;510.684;44077.000;2540691.414;1181308.241;460.917
$Tacheo;1049.6160;1950.7214;3012.0150;2.352782;1.400641;70.9588;44077.047
$Tacheo;1049.6204;1950.7156;3012.0195;2.352797;1.400597;70.9667;44077.140
$Tacheo;1049.6269;1950.7079;3012.0236;2.352810;1.400563;70.9773;44077.247
$Tacheo;1049.6314;1950.7040;3012.0235;2.352805;1.400579;70.9831;44077.352
$Tacheo;1049.6363;1950.6988;3012.0164;2.352808;1.400695;70.9889;44077.456
$GNSS;46.78029587;6.66200929;510.708;44077.500;2540691.474;1181308.196;460.941
$Tacheo;1049.6907;1950.6738;3011.9876;2.352514;1.401228;71.0395;44077.546
$GNSS;46.78029599;6.66200956;510.683;44078.000;2540691.495;1181308.210;460.916
$Tacheo;1049.6929;1950.6741;3011.9876;2.352489;1.401232;71.0408;44078.048
$GNSS;46.78029607;6.66200996;510.643;44078.500;2540691.526;1181308.218;460.876
$Tacheo;1049.6959;1950.6756;3011.9872;2.352442;1.401239;71.0418;44078.547
$Tacheo;1049.7040;1950.6797;3011.9866;2.352320;1.401255;71.0445;44078.653
$Tacheo;1049.7092;1950.6817;3011.9873;2.352247;1.401251;71.0469;44078.743
$Tacheo;1049.7175;1950.6847;3011.9880;2.352133;1.401250;71.0507;44078.849
$Tacheo;1049.7221;1950.6858;3011.9849;2.352076;1.401299;71.0526;44078.953
$GNSS;46.78029652;6.66201011;510.649;44079.000;2540691.538;1181308.268;460.882
$Tacheo;1049.7241;1950.6861;3011.9847;2.352053;1.401304;71.0538;44079.047
$Tacheo;1049.7291;1950.6867;3011.9894;2.351997;1.401247;71.0577;44079.140
$Tacheo;1049.7320;1950.6867;3011.9947;2.351967;1.401177;71.0606;44079.246
$Tacheo;1049.7350;1950.6870;3011.9997;2.351934;1.401113;71.0634;44079.352
$Tacheo;1049.7398;1950.6871;3012.0155;2.351884;1.400902;71.0693;44079.460
$GNSS;46.78029670;6.66201028;510.647;44079.500;2540691.551;1181308.288;460.880
$Tacheo;1049.7405;1950.6877;3012.0205;2.351872;1.400833;71.0702;44079.546
$Tacheo;1049.7443;1950.6894;3012.0332;2.351816;1.400660;71.0739;44079.638
$Tacheo;1049.7459;1950.6901;3012.0375;2.351793;1.400602;71.0752;44079.744
