$Tacheo; Xlocal (m); Ylocal (m); Zlocal (m); Hz (rad); V (rad); di (m); False T_GNSS (s)
$GNSS;46.78047060;6.66115438;514.314;44705.000;2540626.382;1181328.268;464.545
$Tacheo;1004.4948;2025.6508;3015.7236;0.173469;1.027598;30.4224;44705.046
$Tacheo;1004.4969;2025.5120;3015.7097;0.174476;1.025662;30.2985;44705.154
$Tacheo;1004.5070;2025.3487;3015.6905;0.175962;1.023473;30.1526;44705.263
$Tacheo;1004.5048;2025.1656;3015.6631;0.177128;1.021120;29.9842;44705.369
$Tacheo;1004.5023;2025.0293;3015.6456;0.177978;1.019262;29.8603;44705.474
$GNSS;46.78046354;6.66115244;514.247;44705.500;2540626.226;1181327.484;464.478
$Tacheo;1004.4977;2024.8024;3015.6147;0.179391;1.016191;29.6534;44705.545
$Tacheo;1004.4928;2024.6420;3015.5937;0.180340;1.013963;29.5075;44705.654
$Tacheo;1004.4748;2024.3728;3015.5584;0.181577;1.010144;29.2615;44705.760
$Tacheo;1004.4598;2024.1842;3015.5394;0.182361;1.007259;29.0921;44705.866
$Tacheo;1004.4331;2023.8866;3015.5121;0.183502;1.002544;28.8263;44705.975
$GNSS;46.78045316;6.66115203;514.194;44706.000;2540626.184;1181326.331;464.425
$Tacheo;1004.4128;2023.6766;3015.4994;0.184264;0.998970;28.6425;44706.053
$Tacheo;1004.3813;2023.3446;3015.4924;0.185521;0.992839;28.3599;44706.156
$Tacheo;1004.3585;2023.1144;3015.4858;0.186374;0.988565;28.1636;44706.256
$Tacheo;1004.3212;2022.7683;3015.4421;0.187558;0.983026;27.8501;44706.364
$Tacheo;1004.2942;2022.5429;3015.3808;0.188234;0.980326;27.6277;44706.470
$GNSS;46.78043967;6.66114976;514.075;44706.500;2540625.995;1181324.833;464.306
$Tacheo;1004.2902;2022.4245;3015.3433;0.189033;0.979089;27.5096;44706.552
$Tacheo;1004.2307;2022.0959;3015.1950;0.189180;0.976761;27.1498;44706.643
$Tacheo;1004.2312;2021.9884;3015.1304;0.190107;0.976558;27.0262;44706.753
$Tacheo;1004.2405;2021.9866;3015.1304;0.190527;0.976558;27.0262;44706.862
$Tacheo;1004.1040;2021.2653;3014.3557;0.190648;0.985446;25.9852;44706.967
$GNSS;46.78042715;6.66114693;513.622;44707.000;2540625.766;1181323.443;463.853
$Tacheo;1004.0774;2021.1206;3014.1251;0.190708;0.989755;25.7354;44707.055
$Tacheo;1004.0434;2020.9473;3013.7653;0.190681;0.997784;25.3911;44707.163
$Tacheo;1004.0238;2020.8532;3013.5238;0.190616;1.003773;25.1798;44707.269
$Tacheo;1003.9966;2020.7400;3013.1512;0.190365;1.013894;24.8828;44707.375
$Tacheo;1003.9805;2020.6739;3012.8927;0.190211;1.021328;24.6892;44707.482
$GNSS;46.78042171;6.66114542;512.023;44707.500;2540625.644;1181322.840;462.254
$Tacheo;1003.9677;2020.6185;3012.6424;0.190112;1.028824;24.5107;44707.550
$Tacheo;1003.9609;2020.5670;3012.3806;0.190256;1.036945;24.3320;44707.643
$Tacheo;1003.9624;2020.4938;3011.9616;0.190989;1.050424;24.0593;44707.755
$Tacheo;1003.9771;2020.4295;3011.5377;0.192270;1.064620;23.7986;44707.861
$Tacheo;1003.9876;2020.3883;3011.2352;0.193145;1.075031;23.6196;44707.967
$GNSS;46.78042057;6.66114637;509.719;44708.000;2540625.716;1181322.712;459.950
$Tacheo;1004.0025;2020.3303;3010.7516;0.194389;1.092155;23.3455;44708.061
$Tacheo;1004.0136;2020.3010;3010.4404;0.195186;1.103543;23.1800;44708.154
$Tacheo;1004.0319;2020.2508;3009.9916;0.196527;1.120117;22.9402;44708.258
$Tacheo;1004.0460;2020.2166;3009.7158;0.197522;1.130419;22.7936;44708.367
$Tacheo;1004.0612;2020.1788;3009.4657;0.198607;1.139766;22.6571;44708.473
$GNSS;46.78042024;6.66115153;507.884;44708.500;2540626.109;1181322.672;458.115
$Tacheo;1004.0982;2020.1713;3009.4657;0.200442;1.139766;22.6571;44708.551
$Tacheo;967.7347;1994.3905;3004.3395;4.540254;1.439057;33.0377;44730.966
$GNSS;46.78018515;6.66067993;503.179;44731.000;2540589.836;1181296.896;453.409
$Tacheo;967.7961;1994.3997;3004.3064;4.540210;1.439804;32.9718;44731.044
$Tacheo;967.9052;1994.4141;3004.2703;4.540072;1.440456;32.8581;44731.153
$Tacheo;967.9936;1994.4252;3004.2559;4.539942;1.440539;32.7680;44731.259
$Tacheo;968.1560;1994.4441;3004.2426;4.539655;1.440295;32.6044;44731.367
$Tacheo;968.2744;1994.4567;3004.2331;4.539408;1.440108;32.4854;44731.474
$GNSS;46.78018517;6.66068194;502.845;44731.500;2540589.990;1181296.897;453.075
$Tacheo;968.4070;1994.4633;3004.2245;4.538900;1.439842;32.3536;44731.539
$Tacheo;968.5476;1994.4921;3004.2180;4.539028;1.439458;32.2105;44731.632
$Tacheo;968.6967;1994.5121;3004.2157;4.538839;1.438917;32.0612;44731.740
$Tacheo;969.0291;1994.5578;3004.2209;4.538444;1.437365;31.7295;44731.848
$Tacheo;969.2179;1994.5852;3004.2269;4.538263;1.436370;31.5413;44731.953
$GNSS;46.78018610;6.66069452;502.712;44732.000;2540590.951;1181296.991;452.942
$Tacheo;969.3165;1994.6014;3004.2295;4.538226;1.435864;31.4427;44732.055
$Tacheo;969.7315;1994.6635;3004.2430;4.537876;1.433615;31.0289;44732.160
$Tacheo;969.9480;1994.7018;3004.2483;4.537882;1.432469;30.8118;44732.269
$Tacheo;970.3040;1994.7656;3004.2529;4.537915;1.430679;30.4542;44732.374
$Tacheo;970.6847;1994.8367;3004.2560;4.538048;1.428778;30.0712;44732.483
$GNSS;46.78018880;6.66071317;502.882;44732.500;2540592.379;1181297.277;453.112
$Tacheo;970.8116;1994.8627;3004.2573;4.538167;1.428123;29.9432;44732.551
$Tacheo;971.2183;1994.9392;3004.2605;4.538333;1.426026;29.5341;44732.655
$Tacheo;971.6483;1995.0220;3004.2700;4.538580;1.423531;29.1023;44732.762
$Tacheo;971.9522;1995.0812;3004.2779;4.538781;1.421684;28.7973;44732.872
$Tacheo;972.4237;1995.1695;3004.2935;4.538979;1.418621;28.3254;44732.977
$GNSS;46.78019207;6.66073739;502.957;44733.000;2540594.232;1181297.622;453.188
$Tacheo;972.5839;1995.1990;3004.2994;4.539030;1.417539;28.1653;44733.046
$Tacheo;972.9115;1995.2557;3004.3111;4.539008;1.415299;27.8385;44733.152
$Tacheo;973.5914;1995.3627;3004.3384;4.538563;1.410381;27.1632;44733.256
$Tacheo;973.7648;1995.3883;3004.3479;4.538384;1.408999;26.9917;44733.348
$Tacheo;973.7710;1995.3536;3004.3479;4.537060;1.408999;26.9917;44733.454
$GNSS;46.78019564;6.66076645;503.010;44733.500;2540596.455;1181297.997;453.241
$Tacheo;973.7797;1995.3043;3004.3479;4.535180;1.408999;26.9917;44733.548
$Tacheo;973.7883;1995.2568;3004.3479;4.533368;1.408999;26.9917;44733.654
$Tacheo;973.8032;1995.1749;3004.3479;4.530243;1.408999;26.9917;44733.759
$Tacheo;973.8231;1995.0684;3004.3479;4.526177;1.408999;26.9917;44733.851
$Tacheo;973.8472;1994.9422;3004.3479;4.521354;1.408999;26.9917;44733.948
$GNSS;46.78019651;6.66079911;503.147;44734.000;2540598.950;1181298.069;453.378
$Tacheo;973.8797;1994.7768;3004.3479;4.515024;1.408999;26.9917;44734.048
$Tacheo;973.9189;1994.5846;3004.3479;4.507661;1.408999;26.9917;44734.143
$Tacheo;973.9673;1994.3564;3004.3479;4.498904;1.408999;26.9917;44734.252
$Tacheo;974.0251;1994.0961;3004.3479;4.488893;1.408999;26.9917;44734.361
$Tacheo;1025.2052;1955.5094;3006.2601;2.626148;1.448978;51.5195;44763.296
$Tacheo;1025.2096;1955.5106;3006.2508;2.626062;1.449160;51.5194;44763.402
$GNSS;46.77984013;6.66143294;504.941;44763.500;2540646.959;1181257.972;455.173
$Tacheo;1025.2124;1955.5114;3006.2465;2.626007;1.449244;51.5196;44763.551
$Tacheo;1025.2278;1955.5181;3006.2304;2.625679;1.449559;51.5194;44763.658
$Tacheo;1025.2444;1955.5258;3006.2198;2.625323;1.449766;51.5196;44763.764
$Tacheo;1025.2522;1955.5273;3006.2122;2.625176;1.449918;51.5212;44763.871
$Tacheo;1025.2626;1955.5302;3006.2065;2.624972;1.450035;51.5231;44763.986
$GNSS;46.77984027;6.66143375;504.822;44764.000;2540647.021;1181257.987;455.054
$Tacheo;1025.2742;1955.5314;3006.2029;2.624762;1.450115;51.5273;44764.056
$Tacheo;1025.2985;1955.5302;3006.1978;2.624362;1.450244;51.5397;44764.165
$Tacheo;1025.3099;1955.5265;3006.1963;2.624204;1.450294;51.5483;44764.270
$Tacheo;1025.3241;1955.5230;3006.1970;2.623996;1.450303;51.5584;44764.369
$Tacheo;1025.3399;1955.5107;3006.1977;2.623847;1.450333;51.5768;44764.478
